Palabra,Largo de la Palabra,Tiempo A[s],Tiempo B[s],Tiempo A[ms],Tiempo B[ms]
acbababccbcbcccbaacaaabbbbaaabccaaccbbcbcbcbaccabcbcbcbaaccaccacbcaaacbbbacccbaacabcbbacbcaaacaabbabbbaccaaaabcabbbcaaaacbcbacaabaacacbcbcabaacbbbbaccbcabbccbbbcacaacabcacacaaacabaccaaabcaaaacbaccbbbcacaabbaabacccbbbcbccbababacaaacbaacaabbbbcccbbabbbbccbaaacababccbcbbaacbcbbbbcccacabbcbbcbbababbacaabaacaabcbabbcabcaaccbacbccbca,329,1.509253000,0.014535000,1509.253,14.535
aaabcbacbacaccbccabbaabccbaabcbabccccbcaacaacaabacaaabbcacaabccccbabccbccbbabbcaabbbcaabacaabccaccbcbcaacaaacbbbcaabcbababababbaaacbacbbcbabcbbabbaabcbbbbccacabbbbaaabcaaaabcbccaacaabbbcacaccbabcaccbcac,202,0.344627000,0.003815000,344.627,3.815
bbabbabcbccaacccbbcaccbcacaabbababbbcbacbbacbabbcabbbbbaccbccacaaabacabcbbabbbaccbcbcbbbbccbababaabcaacbcaabccacbcaccccbbaaaaaabccabaaabacbabccaacabccbbacb,155,0.157706000,0.002259000,157.706,2.259
cacacccacabcbacbccbacacabcccbabbaabcaabbbcbbababcbcabababaacabababbcabbacbabcaabacacccbaabccbbbcacbbbbbcabcbabcccaaaacba,120,0.093157000,0.001395000,93.157,1.395
abccbaaacabccacbcbaaaacabaaacbaccbccaaccabbccaabcabcccccbbccaacbaacbaaacbccbaaaacaaabcbccaaacaaaacacabbacacabcbabbbbcbcaacbbbbaccbccacaacccabacabcccbcabcccabbccabaabcabcbcbabcbcbabbabbbabbacabaabcccaacbbbbacabcbaacbccccccbaaaccabacccccabcbccbcbbbbaccbbacaabbccbacbcbbacabccaaabcbaaccccbacaababbaabccbcbaaabaacabccabbbbccbbaabcaccbcbabcbabcaccaacbaaabaabcbcaccaca,362,2.038861000,0.015131000,2038.861,15.131
acabaabbaaccbbaacccaccbbabccacacbbcaaababaccccacaaacccabaacbbaacaacbcbcccabbcbccccababcacbabbaaacccbacaaacbbaabccbcbbbaccbcbacababccccaacbaabbbabcaacccccabcbbcbcaccccaaccabbccaabacccbccbbacbccaaaabbacbcbbbaabacabcbbaabcbaaaacccbccccaabccaacabcbbbccacbbcbcbbabbbacbcbbbabbabbcacabbbaabbabaccbbacabacababcbcbaaaccabbcccbbabbaabbbbcbaaccbabacb,340,1.723001000,0.011940000,1723.001,11.940
bcccccbacaabcaacaa,18,0.000333000,0.000043000,0.333,0.043
babababacccabababccbacacaabaabaaabbbacabacbababbccbccbaabbbcabcbcaaaaabaacabccaaaabacbcbaacbbbcbbbaaaccbcabccbccaaabbcaccbaccbbccbcccbccacaccbacccaabbaabbbccbcaacaacbcaabcabababaccabccccccbbcabaacbcbcbbabcabaabbccbbccbacababbbacabcbbbcbbabcabbbcabbbccabbbbbaabaabcbbbaacacaaaaacccabacbabcaaaaaabccbcbcccaaaabccbcaaabaaccabacbaccaccbaacaaccccabcbbbbbcaacccbbbaacbcaccaccccabca,375,2.330862000,0.015592000,2330.862,15.592
acca,4,0.000016000,0.000008000,0.016,0.008
bbbcbcabababcbbccacccbabbcaabaccbbbabbbccabccbaabccabbcabbcbcacbabacccbbaccacbcbcbcbbaacbbaccababacbcccbcb,106,0.053981000,0.001214000,53.981,1.214
cbacbbaaaaaccbccbaaaaaaabacbccacbbababcbababbacbcccbabbccacabcbacbaccbbaabaacbacacbccbcbcabbccccbabbcababcaaabbbbacacbbacabcbaacbacaacccaabaccacbbcabcccabbbbbacba,162,0.185917000,0.002441000,185.917,2.441
bcbbacbaabbbcbcbbabcacaaabccaabacbaabaabbaaaaabaccccabbaccabccccababcbbbaabbbaccbaccccbcabcabbaabbabcbcaaabacccccccbbcacccaaaccbcaaaabcbcabcacbacbabbbacbcbaacacacbcaccbacccabcaabacacbcacabbabbcacbbcacabaacacbccabacabaccabcbacacbcccccaccaabcabacbbabaacaccbaccbbbccacccbaaccbaaacabbacbbbcbaccabbabbacaabbaccbcbaaccaabaccbaaabaccbbabccbccbababbbccbaacccabcababacbaaacbcbaaaaccaabcbcacbaabbbbbaacacacabcccbcabbcacccabaaaaabbaabacaacacacabcbaacbacaabcbcaaaccbccbcbc,460,4.428477000,0.028075000,4428.477,28.075
aaacbbcacbbbcbcccccabcbbcccaabbcaabcbbbcbaababccbaacbcbcccabbaaacbbcbbaccccabcabccbaaaccaababaacccbcbcaaacccbaccaabaacabccaacaabcaaccaababccacbabcccaabcabababcaaaaacccbcaccaccabbcccc,182,0.263318000,0.003056000,263.318,3.056
baacbaccbbacbccaabaaacaaaaccaaacbabcabbbcccacabcacbb,52,0.006314000,0.000300000,6.314,0.300
baabcbccaacacbcabbaaaabcbababcabcccbccaaabbbabbaacabcbbccbbcbcbbacabccbcacacbbacccbbaabbcaabbcaaccbabaabcabbcbabbabccacbcbcaaccbcbcaacacbaacbcccbccacbbbaaabcacaabbbcaaaacbccccbabababcabcbaabccacaacccbbcbbcbcbaacaaaaccbccccaabbcbbcbcccababacccabacbaabaaabbaaaccbccbcbaccabbaacbacaacacaababbbccccaccaacaaab,304,1.184104000,0.009520000,1184.104,9.520
cacbaaabbbbbabbccbcaccbbaabccaacbaaaabcaabbabacccbcbbcbcabbaabcbaabaacbbabbcccbaacabcabbbacbaaacccbcbbcacabcccbbabbcbccababaccaccbbbabcbcabcbcbcaabcc,149,0.141381000,0.002109000,141.381,2.109
ccaacccacccbcbbaaaccabccabacbcaaabcbbabacbaaaacacbbcbacccbabcaabbaccbbaacaccccacbcbabcbbaccacabacb,98,0.045342000,0.001198000,45.342,1.198
baccbcbabbaaccbaaabccaabbbbbacacabbaaaacbbbaabacbbbaccabaaabaaabaacbabbaacbcaccbbaccccaaabacabbccbbaacacaabbbbabaacbbbcbcabacbcccbcbccbacbbaaabcbbcccbbabcbabcbbcccbaabcaccacbbbbabacbacaabbcbaccaaccabaccaaacbaaccaaaaaabcaabcacaaaabbacacbbbacbcbcbccbacbbabcccaaabccccbbaccaabccacccbcccccacbcacbaaccbbbcccbbcacbabccbcccbbabaaacccccaacac,333,1.636871000,0.011435000,1636.871,11.435
ccaaababacccbccbbabbcaaccccbaacaabacbcbacbbbacbcbcacbccbaccaaacccbbcbbababaaaababccccccacbacbcbabaaacbaccaabacbcaacccccbcccabbbccbacbbbcaaabbbbccbccbcaaccacbacbbaaabbbabababbbabaacaababcabbcccccacbcbacbaabbbbccbccababcaabcbabcaccbbabbbbcabccaabbcccabbacccca,257,0.698220000,0.006349000,698.220,6.349
cacaccccbbccbcbccbccbbaccaabacbbcabbaabcabacacacaacaccacaccbcaabaacbabbcabbcaaabcacbbacbaccacabcabaaabcbcbcbcabbbcabccabaaabbcccacacaaccccbbcbaccbccacbacc,154,0.155036000,0.002250000,155.036,2.250
baacacccabcabbacaaaabcabcabcbbcccabaabcbcabacccaccacbcabaabcaabababaaccccacbaababcaacbcacaacabbcbbbcabbbbacbaabaaabbcacccbcaababaacccaccbbababcccbbaccabbbbcbaaaacabbababcbbcc,174,0.217628000,0.002852000,217.628,2.852
bacabaccabccccabcaababbcabbaccccabbaaabccaaccbbacbaacbcbccbcbaccabccbcbcacbaaabccbabacac,88,0.031370000,0.000767000,31.370,0.767
cbbccbaaaccabababbaabbbbccbcacbbabbcbaababbbccaaacaaaaabccccaccbaabbbccbabacaabcaababccbcbbcbbacbacabbbaaaccbcacbcaaccbbccccccbbcabccccabacbabbbbbaabababbbaaccbccbabcaababcaacbcaaaaccacbcaccaabcbcbbabaacbacacaabcaabcaacbbabcccabbcaabcbccbacabaaacbcabcbaaacccabaaabcabbcccccbaacbcabcbbabcbccccbbababbccaabbabbcaacbabaabcbaccabbccabcccbbcbbbcbcabcccaaccaacaccbaacacaacaabcabcbcbabacabcbbbbbcacaacccbaabbcbcabcbacaaabacacabaaaabccaaacbccabcbacabbbcacbabbbcabbccacaaccbbaccccbaaacbaabcabbbbccbbbabcaa,496,5.544837000,0.032822000,5544.837,32.822
acaccbcaabcbaabbbccbabbccbacbbaaa,33,0.001600000,0.000116000,1.600,0.116
cbaacbacbbbacbcbaababccbcacccabcbbacbcabaabaacbaabbcaacbcbbbacaaabcccaabbbaabbbbbabaabaacababaacbcbacbbbbacbcaaaccaabcccabababacbbbababaacaaababcccccbcbcbbacbbccacbbaccabcabcaccaaababbcbbcbbaabbcbbabccbbbbbabbacacabcbbbaacaaaacabcaaaaccbcaabbcccacccbccbbaccabbaaccbbcbbbcacbacccabaabbcaccbccaacacccaaabaaaabbbabaabbbbbacbcaabccbabbacacbaaaccbaa,344,1.725205000,0.012448000,1725.205,12.448
ccaacccbbabcabbbaabaaabbacccbaca,32,0.001451000,0.000112000,1.451,0.112
accaaccbaaccbbcbbbaabcabcaccacacabaacbcccccabccacaabccbbcaccbcabccaccbaccbbbcaccbaabcaccbbaacacbbbcbcaabccbbcbacbacbccaacbbcbcaacbbbbbcaaacbabccbccbcabcccabbbbabaabbbbcacaabbacbabbbcbbacbaaaacbccbbacbbcbabbcbabbacaabbcabcaabccbbaaaabbaacbacbaaaccaaaaaabbcbacbaccaaaccaabcaacabcabacbccbababcaaccaacbbacbacbcbacccbacabaacaabaacbbbbbaabcccbbacccccccbccbbbbccbacaabccbbbca,368,2.166846000,0.015533000,2166.846,15.533
ccaaaaabcbbcbbbabacbbbabccaccccaacccabbacaacbabbbbccaabcabacacaaabaaccbaccbbcabccbaaccaccaccbcabcbbcabcaccaabbabbcbababacacbcbacccabbbaccaacabcccbabcbabacaabaacabaccaabaccabcbacbcbccbcbaaccccbaabbabacaacabbbaaaacbbabaccccabbaaccaaabbbbbcbaacbcbaaccabcbcccbabaacbcbcbbabbcbcaabcbabbabbaabbbbabcbcbcacbababaabcbaccaacbabbccabbbaacbbcabbabaccaacbabbaaabaaaaaccabbababaccacccbbccbacbababbbbaccaaacccbccbcaccccbaacbcabccaacbaab,422,3.333226000,0.023772000,3333.226,23.772
babcaabbcabcaaacbcaccaacccbabbaabcacbabbccbaaaabcbbabcbabcbccccaccaacaacabcc,76,0.019586000,0.000704000,19.586,0.704
ccaaacbaabbbcccaaabbbabcbabcccaccabcbaccbaaccbbcabcaccbccbcabbabacbabcabcbabababcababbabccbccccbbbbbbccbcacbccbaaabcacbcabccaccbbcaaabccaaccacabbbbcbaacacccbcaaaabcaabbaabcbaababaabaabcccbabbbbbbcabccbacbbabaacaacabbabcccbbabcccbcacbbbbbcaaabccababcccacaabbabababcbacaacbaaaaabaabaabcbacbabacaaaaacbbabaaabbacbccaabccaccbbaacabcbccacbccbcbaacbacaaabbcaacbbbccbacbbbcaccacbbacabbbbbaaaacbaaccacabcbcbcbcbccbbcbacacaccccbbaaaccabacabcbcbcccbbbabbcacaabacaccbcbbccacac,465,4.518996000,0.026934000,4518.996,26.934
cccaccaccccbbabaabbacacabaaaccababaacbcabcacbbbacbacbaaabababcaccccbabbaacccccabcababbcacacbcbcbcbbacbaccacbaaabbbacbabbaacaccbbaa,130,0.096420000,0.001594000,96.420,1.594
acabacaccababcccbbbcaacbabcabbaacaccbbcbacbabacbbacacbbcaaaccabccaacbbabcaaacc,78,0.024491000,0.000661000,24.491,0.661
ccacbccaacbcbabbbcabcabcbccbabaccca,35,0.002017000,0.000140000,2.017,0.140
cbababccaaccaabcccaabcccbaabbaccbabcabcbabbbcababbaacacbbcababbbbbaabbcaaacaaaacccbcbabccbaacabbcbcbbccccabcbcaaabbabccbcaacbbbcbbcccacc,136,0.106881000,0.001861000,106.881,1.861
caabcbbcbacabacccabcaababcaccaacbacaccbcbabacbcaabbcbbaacaaabbccbbbabcaababbbbbccabbbbcacccbaccccccaccabacbaccabacccabcbbabcbbabccbbcacbbaabcccbbaacbabaccbabbaabbbbacabacbacbcacabaacbbababbaccbaccccbcaacbcbcabb,210,0.392234000,0.004228000,392.234,4.228
abcaccbccbaaaaabbccaabbcabcabaaabbbcabccacaaabcbbccbabcccccbbbcbcacabaabcaaacabbabacacccbbbaaacabbcbbbccbcccbbaaabbbcbcccbacbbabcaacabbaaaabcbbabaaaccababaabbccaaaccabcbbcaacbacbcacccaabbcaacabacaababbbbabbbcbcccacbabbcbcbbabbcaaabccbbaaacbcabacccbbbbccccaabaabccaabcbacacbcbccbccccbbbbaabbbcc,293,1.058510000,0.008927000,1058.510,8.927
cabcaacabbcacbbccbccacacccbabbbbcaacabcabcacbacaaaccaabbabacacbbccbbcabaacbbcaabcaabaaacabccccacbbcaccaacccaaccaacabbccabccbcacaaccbaccabacabcbcbabcccabbcabcbccbc,162,0.188303000,0.002527000,188.303,2.527
ccbabaacaacabacccbcbabacccaacabaccaaaaccabbabaaccacbccbabbbabbacabbbbbbacccbcbcacbacccbbacab,92,0.036157000,0.000861000,36.157,0.861
acaacccbacaaccbbbaccbcaaabbcbabcaccbbacbaacccbccbbccccbccbcabcbbbcaabcbccccbbaaaabacaccbabaabbbbbcbbcaccaacbccbabbccbcaaaabccbccabaccbcaccaaacbbbcccaababbbaaccbcabccbbcacbbbccccaccbcacabaacbaccbcbbcabcbbcbbacabccbaaccabcacaabaccbacbbbacbbaacccbababbacacbbbbabbacaccaabaabcbabcbacaaccaabbbababbaabcaacbbaaabcaccbbbacaccccabbcabcaaabcbcba,336,1.653553000,0.013938000,1653.553,13.938
ccaaaccbacccabbaccbcbccbacacccbcbbccbaaabbcbccaaacaabcbacacbabcbbacacccaabcbabcaaababaacbaacbacbbcaacabaccaacabacaccacaaabaaabacccabbacbabcccacabbaabbbbbbacaaccbbcaccbcababbabbbbbbbaaccbacaaccbbcbccacbabccaaac,209,0.388617000,0.004834000,388.617,4.834
cbccccccbabccbabccbbbbababbbcacbcabcbaaaabacccaabcbbbbbacaacabcacabaabaabacaabaabaabbbacbabacaacbbbccbabbacbbbaaacbacabccaabacbababcabcabcaaacbababaa,149,0.142302000,0.002409000,142.302,2.409
ababaacbbcaabbaaacbcbaccbbbbaccbcbcacbbbacaabbccababbacccbbacbcabcaaaaccbccaacccabaabcabacacabcaccbaabbbcabbcaaccbcccccaaabababbbcbaacccacbcacbcaaabccabcaabbacccacacbcaccccbacbabbbbcacbaccbbaaabccbabccabccbbcbccbbaaaabccacaaaccbccaacbacbabbbcbbcbaabacbcbbacbbcccabccabbbaacbccaabcbccbcaacbacacab,295,1.101836000,0.008670000,1101.836,8.670
abccaaccaaaabbbbabcbcbbacaccbcabababbabcbcaccaabacbbbbaacbbbccbcccabacbbbaaacababbcbcabcbcaaabbacaccbcaaacaaabbcabbcbabcaabacababbbcccabccbaabccaabbcbacaaabbabcacbacbbbacbcabcacacbcbbaabcbbabbaaababcabcabcbbccacaccaacbacabcabbbacbcbbbcaacbcccbcccaabbcbbacaaacaacaaaacabacbbaaaabaaabbabacbcbcabbaccbbbcaabbaacababcbbbcaccbccabcccacabcaccbacacabaabaacaccccbacbcaccbaabababbbbccaacaabacbccabccbaacbccbcccabaabccccabccbacbbcabbcabcbaaccaabbbcabcbcacbabbccaacccaccbaaaabbcba,469,4.659286000,0.027905000,4659.286,27.905
cacabcaaccbbbabbababccbcaabbbabbc,33,0.001561000,0.000117000,1.561,0.117
caccbccabbbbccaabccaccbbcccbabaaaccaacccabacbcabbccbacaaabccccbbabbbcaabaaccacbabcacbcabcababacbacccaabacbbaacbacbbaccbacaabcaccabbcabcacbccbacbccaccbacccbbcccabcababcacbcaabacabaabbccaac,187,0.274118000,0.004086000,274.118,4.086
cabcbbabcaababbbcabccabaccbaaaccccbccbcabcaabcacaaaabbcccbbcbbcbbabbbaccbacacacbaabcaacacbccaabccaccccbcccaabbbbbbccacabaacccccbbcababbaaabbacacccbccaacbaccaaaabcaacaaabcbacbacabcbaacaccccaccbbaaabbbacccacbacacccbccbbbabcccaabccaabcacabccbcabaabccccaccaacacbaacabbbcccbbabaccabbcacbabbabcbcbbbabcaccabbabacabababcbacbbabbccbcbcacacccbaacbaccbbaaaccacbccaabcbcccacbacabcacacccbbacbc,381,2.463624000,0.017594000,2463.624,17.594
cccabccbcaaabaabacaaabccacbabbbabbccabacbcbbbbbcacccabcabaabbaccccc,67,0.012997000,0.000617000,12.997,0.617
bbbacabccbcbccabccabaacaacbbacbabcacccabcbacbcabbccaccbcacaccbbbacabcbbacbaacbbacbbbccabbbcbccabbbabcabccccabccbcacabbcbcccccabbaaaacabacaccacbbccaacbacabccccabaabbaaaacacabcbccacaccbaaacbbbbcabbcccabbbcccbcccaacaccbabbbcaccabaabcacacacbccccbabccababcacaaacbbcbbbbaaccabbabcacccbabcbbbaabba,290,1.046984000,0.008663000,1046.984,8.663
cabcaccacacccccaaacccbbcbcbbcbaabbbbcccbccbaccccaabcbababbaaabcbaabcbbccaacbabcbabcababbcbccacaabbaabbaaacaaaaccbacaccbacccbaaccbacaccabcabbccbabbcaaaaccabacbbbccbababaccaabcbbcbaabbbbabccabbabbbcbabbabaacabacacabbcbccaabccaaabbbbccabcabbcacabbcbbabaccbccaabbcaaacbccccbbabaccbacbbabccbbccbaaabcacacbbcbaaaacabaacbccbbbcbaccbacacbabaaabaabccababaabbccbaacbacbcabbcbbacabbaabbaccbbabcbccbaccbacba,395,2.716132000,0.020903000,2716.132,20.903
aabbbbacbaacacbcabcacbbaacbbcbcababbccbcacccabaaababbbacabaacabbbaaacaccbaabbcccbbaccbabbabbbababaacacbababbcbcaacacaacbcaacbcbcccacccacacccacbacacbabaaacaacaaaacbcaabcbaacbcbbcbabbaaabcaabbacbabbcbbcbbabbabbcccabbccabbccccbcaccaaabbcccbacbaabcbbcbabbbccbcbbbcacaaacbbaabbbbcacacbababaacaccaaabacbabbaccabaabaacbbbbbacaabbbcbaabcabcbcbaababacababbababcaccbbcabcaccacbcbccacacabcaabbcabaaaabcbbbccbbcabaabbbc,407,3.006125000,0.020500000,3006.125,20.500
aabbcabca,9,0.000056000,0.000015000,0.056,0.015
ccabaccacccacabccbcbcaaccccbcbababbbabbcabcbacbababccbbcbcabbbacbbaaaaabcacccbcababbcabbcbcbaacacacabccbabbbbbabbaaacbccbaccacabbbbbaaccaccbccacbcbbccbabaabccaccccccaaaccbacccccbbcacbbaacaaaaabccccbccaacabccccaccccbabbababaccccbbabbcacccbabcccbcbccccccaabaaaabcbcabaabccacaabccbcbabacabacbcbbbcbaaabbccacccaaacbbaacbacacbbcccbcaaabbaccccabcaccbbcabbacbbbcbbbbabbcbaabaacbabbbcbcccbccacacbc,389,2.836915000,0.019372000,2836.915,19.372
aaccbcbcabbbcaaccccbcbaacaacabcababbccbbbcaccacabcabaccaacbaccbabcbabcaacbabbcacacbbbbaaaaaabbacacbccbcabccccaacabacbbbbcbaacacabaabbbabbacccbaacaabbcbaccccabcccccbbaccaaccabbbbbcccacccaaaabbacbbacacaacabbacbaabccaaccaccbcccaaaaacaccbbccabbbaccaacbbaacccacbccbaaccabbbccccbaabbcabcaaabccaaabbcaacbbcbbbbabbaabcacaabbbccbcbbbabcbcaacccbaaababcccabaaacaacaccacccaabacabacbacbcbabcbaacbbbbcbbcccbbacbabaaaacbbaacaaaacacabcccabccacbbbcbcbbacccacbbbacbaabcaccccccababcbbccbca,470,4.811934000,0.028366000,4811.934,28.366
babacccbcaccbaacbcbaaccbcacacbabbbcbccaccbbcbacabbcbcbcaaabcaacbbcbcbaabaacbccbbbcbbcaccbbcbcacbaabbcacaabbacbbbbcbccccaaccbcabaabbcacbcccacbcbacabbbcbbbccccaacbcbbcbaabababbacbacccacacabbabaaabbcbbaabcbaabbbbacbaaabacacbaaacbbaaacabbcbcaacbacabaacaacaacbaabaabbbabcacabacaccbbcbcacccbaaabccaabbacbcabacbcbacaabbbaabcbbababcccaabbacabbcbbabbcacbbccbcbbacacbaacacbccabbbcacccbcabcbccbccaccabbcccbacbcbabaaabababbabbccbabababbaccbccbacccacbacaac,443,3.905970000,0.026358000,3905.970,26.358
aabbabacbccbbbaaabbcbbacbcabcbbaccaaabbbbcbabcccbbaabcbcbacabbacaaabcbcabcacacbbbaaacacbbcabbbcbacaabccbbaccbbaacabccbccabacbaccbccbabbccabbcacccabccbbbcabcbacccabccbbccaabababacbcacacaca,187,0.286796000,0.003784000,286.796,3.784
bbcaaabccbccccbacbbbabbbbbccaacbcaaccbbabaacbcccbaccbabaaacbabacccabcbcaabbacbcbbcbcbbacaccbaaccbcaaacbcababcbacbaccacaaabcabcabcbccbccbcaabccacccaabbcabcbbca,158,0.169982000,0.002671000,169.982,2.671
bbcba,5,0.000021000,0.000009000,0.021,0.009
bcabccbbabcbbbccacbbabccbabaaaccbbbcacbabaacbacaabaaaabcccaccacbabaccbbccaabcabaaaabbbcacbbabbabccbbccbcaabbcbacccbcaabcaaaabbacbcccaccaabcbbabbabbbcacaacaaacbaaacaacaacaaccbabcbacbcccbcbbbaaaacbaacccccabbcbcababccccaaaacbccabcaccbbaaabccbbbcabbaaacbacababbabcacacbbbcbcbbbccbabcbbcaccbacbbacbbcbaabaccaccabacbcbbaabbaaacabbccacbbccacbacabcaabbbbbaaabaabbbccacabaacaaaacaaaabacbcbaabcbbbaccbabacacababacbacababacbaabacabbcabbbacbabbbacaaabacb,442,3.872351000,0.024155000,3872.351,24.155
aacabbacacbaaabbacabcccaaabccaaabcbbacccabcacaabcbcbcccaccbcacbbaaabccaaabccbbbbacbcaccccbcbaccbcaccaaabbacbabbbbaabaacacaccabcaabacbaccacbabcabbccaabbcccccaacaaaccabacbcababbbccbcbbbaccabcbccbbabbbaababacabbccacaaabcacaaccacbbaacbcaababbaabbaccbbaabccaacbaaccacacbbbabcbacabccbcbacaaaccacbccccbbcbcaabbbbbcacacaabaacbcaacaaacbcacccaccaaacabcbcbacacbabccbccabcbbaabcbcaabbbacccaccacaacaccbbcabacbcccbbcbabcabbbbcababaabcabaaaabbacabacacbbcccccacccccbccca,454,4.139443000,0.026884000,4139.443,26.884
abbcabccaaabcacbcbbaaaaccccbcbacbcbbcbacaacaaacaaaabaaacbbcbcbbacacbcaaabaabccaaaabbcaacbccaacacbccabbcbacbbcabbbaccaaaabcbbbcbacbbacbccabcaaabaabccbacaabaaccbbcbbbababbbabcbcbaabcbcbaccccaabaacbcaaabacabcabbcabbbcbaaacbcccccbbcccccabccabacaabcacaaabbcacabcbcccbbbbcbcbaaabaacccccbbaaacaaababbacbaacbaacaaabacbcaccbbccacacabaaaacabbbcbbacbbbaaaccbcaccabaabbccaacaaccacbaacaccbcacbcbbbcbaacaccbbabaabcabacbaccbcaabcbaaaacaaccbbccbaacbcbbbaaaabcbaabcbbcccbcbabcccbccaacbaa,470,4.727123000,0.027923000,4727.123,27.923
acccbcbaabcacbbccaabacbacbbabbcbcbacaaaabbabcabaababcbabaabcccabacbcabcbbaaccabbbaacacccbaabbcbabbcbaaabbcabaacaacbcbbbaabbcaacbcccacbbbacbbabbacbacbcabbcbcbcaabccbaccacabcbabacabbccacccbbbcaabaccbbbabccbcaababccbbabbcbaabbcabbaccabaacbabbbcaccaaaaccbaacbaabbbbbacbaacbaacabbccacbbaabbbacbbcbacaaaaaacbaacaccabccbbabccccaccccbababbbbcbaccabcabbabacabcbbaacbb,358,1.983184000,0.014995000,1983.184,14.995
ccaaaaccbabaccbacabcabbabcbbbbcaacbbacbaacaccabbccccbccaaaaabaacababcacaabcccacabcabbaaabbbccacacababbbabcbcbccaaacacaabcbbacaacbbabaacbcabcabbaccbcbbbbbaaacbaaacbacaabaacabcaaababbaabcbccbccabcbcabbcccccacacbbacabaaaabacacbaccaacbacbcbbbcbcbbaacbcaaaacabbaaccbbbbccbccbacbbcacbccaabcbbaacbccbbbabababbabbcaacaabcabaccbcbccbabcaaacabcababaccbabbaaaacbaaccccabacacaacacc,369,2.176720000,0.014516000,2176.720,14.516
cbcacccbbacbcabcbaaabbcabaaccabbbbcccbbbaaccacbbcaaabaabacacabaabbabbccaabccbaabccbabcabacacbaaacbccbbbaabcabbbbbbcccbccbbbcccacaccacacacbacbbbaccccbacbcacccacccb,162,0.175226000,0.002827000,175.226,2.827
bcbaacbacabccbacc,17,0.000298000,0.000042000,0.298,0.042
accccbbcccbaccbbcccbccaabaccbabcbcaacbcbbabaccbaaacbbacacaabcbcbccccaabccabbccbaccbacccaabcaaacbcacbcabbabaacbaabcccbccabbccccaabcaacabbcacccbabaabcccbcababccbccaccbcbbbbccbabcbcaaacacaacbcbccbaccbcabbbabcaccbacccabaaccababbacccccbbcaacaabaaabbaaaaaabaacbabbaacabbacabbabcbbcacacbbabbacaaccaccacaccccbcccaaccaccabcacbbbcabacbccaabccbacbbcbaacbaccbbbabbacbcaaaccbbaabbbcbacaaababccaccbccbccbabccbccbaaabcbbacbabaccbcabcbcccbbabccabbaaabcbcbbabccabbbcbcaabaccbabaacaaaabcaaababacacbbaca,484,5.408909000,0.031775000,5408.909,31.775
bcbcccccccbabbacbcabcabaccccabcbccbccbacccabcccaaaaaccbcabcbbbccabacbbccccbccbaacbbbabacbcacaabcacabccaccbaacabbccaaaaaacababbbabaccbbbccbbccaaccbcaaacbbbabacbbcbacbbabacccaabbbaccbbaaacbcabcbccabbcbabbbaabbaabaac,213,0.406947000,0.005615000,406.947,5.615
bbcbccbabacaabbbacaaccbacbcaacbccacaacbacacccacbcacbbaccbcacbaccbacbccabcbcbacccbbbababbaccccaccabbabcabcbbcbcccbabcbabbcbbacaaaccbabbbccbcabcacabacbccbbbcbcbbbaabccbbaabccaaacbbcbaabaaaabaaaacbbbcababbaababcbbbacaacbbbaaaaabbabaabcbabbaaacbbcbbaacccccbacabbaccabbbcaababcbabcaccbccccbcbaccbbcbababccbbbccbaabbaacbbabcccbcaccabcbabcacaabbbcabcabcaaccaaabacbababacabccbaacccacaacccacaabbccacbaaaccccacabcbbbccacbbacbabccabbabbccaacccacccccabacabbbacabcaababcaababaccaacab,470,4.735745000,0.028736000,4735.745,28.736
abacbacccabcaaaaabcbabacccabaaacaaaabaaacccbbbabbabcbaacbacbcaaacacbbaabacbabcccbcbaabbcbaccbabbbabbcbbbaacbbbaacbbccccacbbbcaacbaaaacababaccaaccbbcaaacbbbccccabcccbbcbbccacabbacbbcbccbcccabccbcbbcacbcbaccaccccbbcbbababbaaaabccaababcbbacacbbcbbbacbcabcbbcbcbcbbbbaccbbacacaaabaabcaabccbabbbbbcaacbbcbcbcbbacbbacaaccaaaccabacaaabaabccabaaaccbcabbbacbcabbabacccbaabccabaccbaababcbbbbcacaabbabbabaacbcaabcb,403,3.036375000,0.018978000,3036.375,18.978
bcccbccccccccbaaaaaccaaabbccacbcaccbabcbaabaaabcaccaaacaacccabcaabccccacbcbcaabcacccccbaaacbbbababacabcbbcacbcbabaac,116,0.068826000,0.001711000,68.826,1.711
bbbaaacbcaaacabaaababccabaccbabcbaaaabcbccbabacabaccbbccccaaababcaccbccabcbcccbbbacabbbccacabbbbbbcaaaaccabbbccaacbbacabbccbaaaccabbbaaacbbbcaabbacbbbcaabcbbaccbccbbbbcbaabcbaacacabababacaaccacacbccaaccbccacabaacabbcabbcc,221,0.491455000,0.004991000,491.455,4.991
bcccccabbabcccccccbbbccacbacbbacaabccbcabcacbcbcbcacbcaacbaabcaabaacacaaaaaaaaaaaacbacccbbcaabcaabacbccccabcacbccabbcacacbaacaaabaccabcaaabbcbacbbbccaabbaacbbaaaabbbcccacaacccacaaaaabbabcccbabbaabccbcbcabaabccbacbccbaabbaaaababbababaccbbacbacbbabcbcabcacabbccacabccbaccaabacbabcbabcaabcacaccacbbacbbcccbcaaaccbbbbacaaabaccbbbbcacbabbbcabcbbacccccabbaaaaabcabcccaabbabbbcaacaaababbcbcbbbbacacabbbabbcbcccaaaacccbbbaacabbbbaabcccbbbaaa,433,3.744581000,0.022981000,3744.581,22.981
