Palabra,Largo de la Palabra,Tiempo A[s],Tiempo B[s],Tiempo A[ms],Tiempo B[ms]
ccbaacbcbabbcbbccbaacabbabcccabcbbcaababacaabbbcaacacbaabccaabcaccacccccabcacccbbbaaacabccbbbabbccbcbbccbaccaababbccaaabbabacaabaaacabacbbcbbaacccbacbbcaabcaacbbacaabacccbcaacbabccccacabaabacbcbabababbaccacacabaabaabcbacacbabcaccaabbabbcaababaaccbbaaabcacbcabccbccccccbcbbcabbaaacccacabbccccacababaabbbac,304,1.309656000,0.009492000,1309.656,9.492
accacbcaabaaabaabacbaacbacccaabacabacabbcbbbacbbbbabaaaaaacabbcccccbcbaaababbcbabbbacacbbcbcccabccccbacabcccacccaaabbbbabbabacbaabcbacbcababbbccbbccacacbaacabaacbcaaacbcaaaccbcbbabbcbaacaacbaaabacbcaacccccbbcaccacbccaaccbccabbaabcaaccacbbaabcbacbbbccabbbbaacccbcccccaaccbcacccbabbcaacabccbbaabaacccbabccccbabbbaa,312,1.346598000,0.010061000,1346.598,10.061
ccbaaabbbbcaabbabacacbbccbcccabacabbabbbbaaaaacbacbaabacabacabbacbabccbacbccabbcabcbcaacbcbbacccacbacabbcaccbaabbcaacbaabcaaabbabacbccbccaababccabcacabbcabaacbbcacbacaccbcaaabcbbbaccacbcbcbbcacabcaabbcaacbaccaaccaacaabacabbcbbbccbbabcacaabbcabbabbaabcacbbccbbacccaacbabaacacacccbcbaccbbbbbccaaabcccb,299,1.201963000,0.009157000,1201.963,9.157
baaccbbbbaabcaabbbcbababbcbabccaacbccbacabcbaacacaabaacabbbcaabbbabcbabcaaaabaacbabcaabaabcacbcaaaabcabacaccbcacaccabcacbaacabaccacbaccbbcacccccacbcabaccaababccbacbaababbacabccbabbacbccbacccaccabcbbaabbccaaacabaacccaccbcccabbaaacbbcbccccacbbabaacabbbabacacbacabbbabcccacbcbacabacacacbacacaacccccbbcccbcaabacbbbcabacbbacaaaacaaababbccbaaabbb,340,1.738073000,0.013784000,1738.073,13.784
ccacbabababaabccccbcacaabbbcbbabbaacbcbaccabcacccbbcbbabbacbcbacbcaacbcacccbbbbabacac,85,0.026156000,0.000952000,26.156,0.952
bbbababaacbccabbabbbbaccacbaabbbabcbbacbaccacbabaaacccabbcccacabbbcbacacbbcabbcabbbcbccaababbcbbbcacbacaababcaaacaaccacaaaacbbabbcbbbacacbbacabcabaaccbbcabbcccbcccbaccbabbacacbcbbccbcaacacbabaccbbbbbbabaaaabaaaacabbbcbbcccbcbbacabbcacbcacaaccccbcccacbbcabccabbbacbacbbccaabaabbbaaccbcbaaaabbccbaccbaccaaacbccabcabb,314,1.428175000,0.012141000,1428.175,12.141
cbcbbcabccbbbbbbacaccaaaaccabaaaabcbbababacbabbbbcbacacbacbaacbbabbbccbbcbccccbaaacbbbcbcaccaabcacbcbbcabbbbbbbbcaabcbaaabacacccbaacabbcaaaaaaacbaaaaccc,152,0.163095000,0.003053000,163.095,3.053
abaaa,5,0.000039000,0.000011000,0.039,0.011
cbccabaccabacbaacaabbbbbacbbaabbbbbcbcaabcabcabacbbabcacacaacbbbccbccbbcbbcabbbaabcbbabaabbabbbcaabcbcbacccaabababcaaacacbbcccacccaabcaaaabbbababaaccaabcbaabaabacacacabacccacbbaaccbbbabaaacbcaabcbcacababbabbcbaa,211,0.411457000,0.004684000,411.457,4.684
bbbbbbcacccaaccccaccacbbababacccabccbcabbbaaaccaacccaacaacababcacacccabcbbcaaacacccbcbbbbcacccacaacaccacaaacbacaaabccaaabcacccccbccccbabbcbabaacacacccacbcaccbcacabbcbacbcacabbacccbbcbbaccaacbaababaabcbaabcabbacccbcccccccccccbcbcbccbaaabbcbaccbccbcaabcbcabaabacaacbccacbabcccbabcbbabaccabcaccbbbbcbcbbacaacbcbccbccbcbbcbacbcccaabacaaaabbaacaccbaacccbbababacabaabbcacbccabcaccccbcaaca,382,2.571594000,0.016318000,2571.594,16.318
baaccccaaaccccacccacabbbcabcbccaaccacabaaacbcabbbcbbbbcbbabaabbbbcbbabcccccbabacaabccababcacaaaccbababcbaaaaccbabcbcaacbbbabaababbaacaabbbcabbaaabcbbcacbababcbabaaabcabcacabaabacccbbcbaaacccbbbccccbbccbcbcbbbaacccbbacbccaacacbcabccccbbaccacababccbbacccbaaacaaabbabccccccbbcccccaaabababbacccabcaabbaabbcacabbaccbabccaaacacabccaaaccbbaabca,337,1.785723000,0.011766000,1785.723,11.766
aabacaababbccabaabaabbcaabaccbabaacaabccbcccbcaabccbccbbbbcbbbaabcbbbbbabcacbcbabccaaacacbaaacaccacbbcacababcabcabaabcbaaccabbacbcccabcaabbaaabcccbcbbbbcbaabcbbbbcbccaaaaccbababbaccaabaabacaababbabbacaacabbbbbcccbaccbbabcaaabbaaaccacbacaaabaaabcaccbbabbbccbbbccbcbacabccbcaacbbcbcaaacaababaabbabcccbccaacccabcbbccaabbcbbbcccbcbaaabbbbabbacbcabccbbaabcbcccacaabcacaabbbbccacbaaccbacbbacaabbacabacaccabccccbabbcacbbbbcacaabcbaacabaabaabacabbccbaacacbac,450,4.248332000,0.026372000,4248.332,26.372
bccaaabaabbbcaabcabaacccacaacaabcbcabcbaabbaaaccccbcaacaabbaccbcbbcbaabaacbcbaaaaacbaabcaccbcabaababaaabcaabbcbbbbbbcccaabcbbbcacccacbaccacbabbabcccaacaaacccacbcacaaabbaabcacccababcbbccbbbabaacbbacbcaaaacaabccbacaaaccaacabacacbcacabcaacaabbccacacabacaabaccccaccaababcabaaccababcaccaaaababbaaacbacbbaccacaaaacaabbbcbbbaabacbcaababcbbabacccbcbabcbcbabababababbbaacaaaabbcbabaacaabaaabcccaaabcbacccaaaaabbccbbbcaccacbcbcacbacbcccbbacabbaacbabcaabbabbbccaaababcacbcbbaccc,467,4.985756000,0.028131000,4985.756,28.131
cbbbbbcbbcabcabaccabcccaaccbabbabbacaacacabbbacbbcccaaabbbccccacabccbcaabbcbcccaabbccccaaabaababbbbacaaabacabaaabcaaabbacabbaaaabbbcbbaccccababbcabbabacbcacabcaacbaacaaaacabacbbcbacccbbababbbaacbaaaaaacaacbcbbcacbabaaacaacaaccbcaacacabbacabcaacabacabacccbbabcababbabbaabacbbbabcaacaabaabacccabaaacbbbcacabbababcaccccaccbacacabbcbcacbbbcbbacaabcbabacbccbcacbaccccacabccacccbccabccbaabbccbcbccababb,396,2.799126000,0.017385000,2799.126,17.385
bbbbccccabaaacabbbcabbacbbbcaaaabbabbabaaaaa,44,0.003600000,0.000213000,3.600,0.213
baabccbabcccccacabcbacaacaabbaaabaccacbbbbbaaccbbacbccbcaacbbbcabcabcccaababbcabbbbcaacbaaaaabbaabaabccacccaccababaaaccabccabaabbcbcbabcaaaaabbcabcacbbccbbbbaacbbbacbcccabacbbbbbbccbabcbbabcacabcaccccaabcccacbccaabbbabaacccbbcccbbbcbbabcbcaccbbaccccabaabacbaababbcbaaccbbbbacccbcababaabccaccaaccbcccccbccbbaaccccbb,314,1.345795000,0.010600000,1345.795,10.600
babccbabaaabbacbccaaaabcaacaabaaaccbccaaabbccacaacaccaabaaccbccabaccbbcaccabaccbbbbaccbacaababbca,97,0.040885000,0.000949000,40.885,0.949
caccabcbcaacbcbabbcbcabaaaabaaccabaabaacacabababccacabacbacabccbbbbabbabbbacbcbbbaaaabccbbaabaaccccaaabbacabcabbcaacacbbbabccbabbbacabcaabcbabccbcabcbacababccbbaacccabaabccccbbbcbbcabcabcbcccabcbaacbcbccbcccccbccaacccabacbacbaaabacbbcbabacccabcbaabbaaccaccaabcababccacacaacccaccbabbcabbacacaaaaabcbcbbacaaabaaccbbabaabacaccabcacabbccbcaccccacaccaaacaabacbacccccaabbccccbaacaaccbcacbabbbaaacbcbbcbabcaabcaabbcbbbcbcbaccaabcc,423,3.669752000,0.021759000,3669.752,21.759
abbabacaabcaaccbcaccabccaacbcccacaaababcabccbbbcaaaaab,54,0.007384000,0.000377000,7.384,0.377
ccbaaacbbcbaacbccccaabccabaccacaabaacccbabccaaaccabbcbabbcbcabaaccacccbbabaccacaaaaacabbabaacbbaacaaccbcaababbabacbcacabccbcbacbaaaabbbcbbccbbcbccaaaccabbaabbaabcaabbabacacbacbcccaccbcbbccbaabbccbaccbbacccaacbbcbbccbbaccacbaacaccaccabcabbcaaaabbbccabbacbbacaccbcbbbabacabcaccbbcbcacccbcbabacbaabbcccaabccaacbbacbabbcbbcacacbcababbbcbbacaabbcbabbcccbaba,352,2.090253000,0.013405000,2090.253,13.405
abbbbbabcbcababaaacbcacaabaccabaabbcbaccbbcabacaabcacacbababccbaacaaabcbaaccabbbbbccccbacacaabbbaaccaaabbacaccabbcaaaabbaabcaaacbcbcbbcccaabcaabbbccbcbcbbcaaccacbcacbbbbbabccbaaacabaaccbbbcccccccacccabbbccabccacabbcbcbccabbbcbcbcaababcacaaacaaabacaaabcbacaccbcabbaaaaaabbaccbaccabaaaccabbbbbacbaaaabbaabacaccaacbbaaabacacbbcbcbacacaabbcbabcbbaabcbbbabaacaaababaabacabbcccabbbbbccbabbcacbbababbbabccbababbbcbccaaaccbccbbabccbaabcaaccabacacbbcbcbbaabbbcbcaaccbcbbbaaccababbbbcaaaaacbbaac,485,5.712230000,0.032497000,5712.230,32.497
cacccabbcaccaccbcaaaaababaabbcbcccbacabbabcabbababbabcbbcbccbccabcbbbacacabcabaacaabaaaaaaacbbbcaabcacbbbbacbcbbbbbcbcccbbbabaaabaccaccabcaccaacacabbcccccbcaccaacbaccbabbbcbbcbabcccaaaacababcaabbcbcbcccccccabbcaaa,213,0.423085000,0.005180000,423.085,5.180
accaaaabaaacaacaccacabbaabccaaaabbcacabcbabcacbbaabcaaaacabccbcccaacabcbbccabb,78,0.022393000,0.000831000,22.393,0.831
bcbccccacacabaaaccacbcabcacbaccbabbbaabaacabcacccaacbcaccacaacccacaaabbaaacccbc,79,0.027977000,0.000706000,27.977,0.706
bbcbbbacacccccbcccaaccbcbcbcaabbbaabacbacccacbabcababccccabcaabbabcbaaabbbbbacccaaabbacacbbccaabbbaccbaabaabbcbcbacaababaabaacbcbaaabbbccbbcbbcbbbabaaaacccbbabaaccaabbbbbbaaaaabbaccaabccaaacccaaabbcbacbabbbbbbaabbabbacbcabbccbaabbaccbbbcaaacaaacbccbaaabaccbcccccbacccaacbcbccccabbabccababaabbcaccabcbcbaacbccabcbacaacaababacbaabaaacbccccbaccbbaabaccaacaccacbaabcbabbcbbcbbcaac,376,2.458447000,0.017932000,2458.447,17.932
bcaabcbaccbbbacbbcaabcbbbcbccbcbbaaaabaaababcacbcacaaaabbababcccabacccbbcaaabaacbaccabbabaacaacbcaccabbbabacbcbcaaacbaccacabccaaaacacbcbbcabbbbcacaacacaabccccacbbbaabaacccaaabbbabcbcaaaaacbacaaabcccacbcbcacaccbcbabbacaabacccccbcccbaccbbbababcabcccbbaacababaccabccacaccabcbbbbacccbabcabbbbbcabbbbbabcbbcaaabbcbabcacaccaacaccbacbbaaacbaacbcabaaabacababbacbacbccaaabbaccacababbaaaacbcbabaacbacacccaacbbaabcbcbcbaabcbaabaccaaacaacbb,428,3.710247000,0.024695000,3710.247,24.695
bcaccccacbccacccbbccbaacbacacbbaaacbbcaababacabaabbcbcbccaaccbaaccbbccbcbcaabccccababcacbcbcbababcbaa,101,0.046511000,0.001119000,46.511,1.119
bbaacbbacbabcbcabaaaabaacccaaacbbaacacabbaabbbccabcccbbaccbbacaabcacccbc,72,0.018546000,0.000652000,18.546,0.652
bcacabcbbcccbaccccaaaabccbbcbabcacababaaaabcbabcbcacb,53,0.007259000,0.000327000,7.259,0.327
cbbbcabaacacbcccaabbabcaacbccbcccaccbbbbccbaabbbbbbcbbbabcbabaaabccbcbccbacbbbbcccbbbbabaabbbccbcabcaccaabbcbabbcbbcbcaaacaaaccaaaabcccaaccbbccaabcaacbaabbaaccbbbbccabbcbabaaccbbbccccaabcaababcabccabbcacabcbbabababbcbccabcaaaccaacbbcacccbaaabbaaccbbaaccccbccacbbabccbc,268,0.826807000,0.006896000,826.807,6.896
ccacbcaabacbcabaabccacbbbbabacabbbacbacaaacccbbbcaaccabbbcbbaabccaccccbbbbaaccbbcabacbbabbabcbacbabacaacbbacaabcbbabaababbcbccbcbbacaacccbbccbcabcccbbccbcbcabcbaaccbbabcbcacccaccbababccbbbcbbbaabaabbcacccbcbcbaabbabcaacbcbabaabbbaabcbabbaaaaaabcbcaabcacbcabccccccccccbccccbbcababbbbccacccbaccbaaaaabbbacbcbbbcacabbaaaababcbbcacbbbbbcabcbbccaabbb,345,1.890407000,0.013489000,1890.407,13.489
babcbbabacaaaabbbccabacbccbbcccccbbccbbcbacaabaccbbbccaacaabcbccbbcaccbccababbbbbabcaaaaabcabbbcababbbcbbba,107,0.057305000,0.001644000,57.305,1.644
cccaccbbccbacabbbcbccaaacbcbabacbcbabcbacbcaccaacbabccabacccbaaabbbaaabbcabbabaaaacbccacacbbbcabccaccbccacacacbcbbbaccbabcbbccbaaaaacbcabcabccccccabcccccbbbaabbcbbccabbcbcaaabcbccaaabbcbcabacabcbbacaccbbbccacbbbaabbcbbccbcbaaccbaabcbaacaacbbcbabccbbababbcbccabcacbabcabcbbbacbbbbabcbcbcaabbcbbacaabcabbcccacccabbccbabaabcbaacccccbbacbabcbcabcbbacccccbbcbbcabcacaab,364,2.376425000,0.017155000,2376.425,17.155
caabbaaabbaccbbbbaccbabcbbbaabcabcacacbaaabaabbbbaaa,52,0.006320000,0.000317000,6.320,0.317
aaaaaaaccabacabcaabaccacacbcaacacbcbabcccabbbcaabbbacbcbcccccacbcacacbaababcbbacccbabacaabcaaabcaacbbabaaaacbacbbbabcaabcbcaacbcaacbaccccbcccaacccaaaaaacbbbacccaacaccccaaabbcbbacccaccbcababababcacac,198,0.360467000,0.004180000,360.467,4.180
cbaaccccbcbccbbaacbcccbbbbbcbcabbbbbacbacccccbbccbbccccaaabbbbbbabcacaabaabababbbbbaabbbcbbcaacacccbbbcbaaabacbaacb,115,0.073257000,0.001284000,73.257,1.284
aaaabacbabbacabcacbbbbaabcbbccccaacbccbabcccacbbbbacaccbcbcbaabbbcabacaaccabbaaccbabcaacbaaabacabaabcccabaaaacbcaccbcaacacaaacbbcabbccaabbcbbbacbcccbccacabaabbbcccbbbacbaaacaccabcbaaacacbcaabcbbabbbabcaaabccabcbacabacbcacbaabbcbbabacacbbaacbcacbacaccbabacabccbbccbcbcbaacabbababaccccccccacaccbabacbccacbcaabccccbccbaa,317,1.478202000,0.013964000,1478.202,13.964
cbbacabbacacabacbbbcccacbcbbbbaaababcbcbbbcaaabbbaacbcaaaaaccbbacabaabccacacaabaaababbcbbaabccbababbcccaabbaaaacacbaabaacbbccccbc,129,0.104965000,0.002967000,104.965,2.967
cabbaaacaacbbbabbbbaacbbaccbccbcbcaabcbaccbcbbbcabaacacabbccbcabcaaaccbaacccbacaaaaaaccaacabbaccccbbccaaabccaccbcacbccbcabcbaacbbaacbcababbcbbccbcbcbccabaacbcbaccaabaaaaccaaaccbbbcabaacacbaacabcabbaaaacabbcaacccbabcbbbbcbabccbbccbcabcacbabacabaaaacbccbcacbccbcacaabaabcbbbabcccbaacbababbbcaaabcaabbaabbbbcbbbcabacbbbbbbbbaabbccaacccabbcb,337,1.946265000,0.013423000,1946.265,13.423
abcabbbaaabaacaaabbcaacbbabccbccacbcacaabcbcaabcacbaaabcbbcbaccabcaacacbaabcbcaccaaacaabbbcbbaabaaabccbaabbbcbcbbaacacccbcacaabcacaabbccaaacbcaacaccca,150,0.160909000,0.002149000,160.909,2.149
bbacbacbcbaccababcabbbcacbacbbbccaaaaaaacaccaccbcababacbacaaccaccaabcccbaaaabacabcbcbbcaccabbacaabbcbcbbbccbacbcccabbbacccbcbbabaaabaccccbccabbaccacbbcbbaaaaaaaccabbbbaacbaccaaccaacbcccabbbbcccccababcccaaaacbccbabbabaaaabcbaccabbaaaaaabcacbaaaccaaaabccbbbbbcaccacbbcbccbbbaabbbcbbbcaccaccaccbbbbabbabbabbacccbaccccbababccaccabaccbabaaacbcaabacabaccabcbcccaabacabaccbaabbcbbbccabcaaccbabbcbaacaabaacccccabaccbcbbbabcaaaabbcbabbccccbcaabaaacaabcbccaaaccccababababcbbaacbaaaaacaacbbbbacbcc,486,5.464008000,0.033973000,5464.008,33.973
aababcbbcabaabbcabaabababaccbbaabbbbaaabcacbcaaaacaabbabccbcbabababbcaaacacaaabcbccbacaacccababcbbaccaabcabcbcabccbbccbabbabaabbbbaacccacccbabbccabbcccacbbbbcacbcacbacbbbcbbaccabaacccbbabb,188,0.289472000,0.003496000,289.472,3.496
cabbcbaccabbbbbcbcabacbaccacaaaaabcbbabacacbcbbb,48,0.004939000,0.000244000,4.939,0.244
abacbacaaabaaacbbbaccccbaacbcacaaccaabbcbbccbaaaaabaccacbbbbbcacacacbacbabcabbccbaccbcaaaaacbbcbccbbcabcabacaacabbaccbbaaccbbbcabccbbabbbabcbccbabbaabcbabbabcabccccaabcbcabcbacbbcaaaacaacabccbbcbbbaccbacccbaccacbabcbbaccabbaabcacbccccacbabacaaababbaacbbbccacbcacabaabbabbcaacbbcbbbbcccacaaaccbcacabaaaacbbcbaccacbcccaabaaccbcacccaabbbcbcacaccacaabacabbabbbcabbcaacabbacbbbcaccbcbacbabcacbcbaabcbaaabcabacabacabcbbbaaabaaacbbbaabcbbbbacababa,440,4.112181000,0.024275000,4112.181,24.275
acaaacccabaccabaccaacbbabaacbabbbccacacacbcacbaaabbbaccccaccbbccaaababcacaabcaabbbcbbbabbaabaacacbcbbabcbcbccababcaaccbcaaabbcaabbcacacacbccbbcbbabcccacbcacaacbcabbabcaacaacabbbaaaabcbcabcacaccbabaacbccccaaaaaacbbbbbbbacca,222,0.506775000,0.005345000,506.775,5.345
abbbccbaacccaaacbacaccabcbaababbbbccbabcbccbbccbbacacabcccaaccbbabcbbabaaaabcbbaccabccaaacbbcabbccacaabaaaaccabaccacbcccccaccbcbaccbcabccbcbcbaaccbcbcbcabbaaccbbbabcbbbcaabcacbbababaabcbabbcbcaccccbbcbcaacbbabacbcaabbcbcaaaccbbabccacbbbaabcacaacabccabcbaacbaccbacccbcaaaaaabcacccbcbbbcacababaaabbcccbabaaaacabacabbabababcbcaacbcaaaabaaacbcbbacbaacb,348,2.007054000,0.014357000,2007.054,14.357
ccabcccbaaccacacbabaababbbbcacacacabbbaaabcabbbccbcccababbbababbaacabaccaaaabcababcbccaacababccaccaabbccbaacacaaaabcacbcccbcbabaacbcccccaaaacaccacbbaccbccbccbcbccccacccbbbcaccaacacbbaccabacbbcbbbbbaabcacbabbbacabcbaaccbcabccbcbbbcbabbbacbacaccbcacababcaccccbabbcbbacbacbcbcabaaccbbcbbbaaaccbaccccbbccaacacabacbcbbcbacbcccacbbacccccbbbabcabcbbababccccccaaabbacbbcabbcaccaaabaca,376,2.603852000,0.019043000,2603.852,19.043
abbacbbbaccbabccbcaacccacbccacbccaacbcbaccaababababbbcccccbbcbbcbbcabbcbccabababaacccbcabbacccacaababbaabcabbcccbabaaabbccabaccbbccacaccabbcaaabccbccbccccaacbbbbabacacabaaaccaccabaccaacaacbabacaccbcababbbcbbbcbcacbaccabbcbcaaacaacaaababcaaabccccbbccbacacaabccbccacccbcaabbaacbbbaacccaaacbaabcbaccabaacaaabaaacbcbcccacccabaacbabbccabcbcbcacbacbcbaacacbacbcbbcbbaabaabaacbccbcaccbcbabacbaacbaabccaaaabcababaabacabbbcacacabbcaccccbabaacbbbcbaacabbbcbcbaacaaccababbb,462,4.736478000,0.033183000,4736.478,33.183
babccbcbcaacbbacaaaaacbcbbbccacaacccccabbaabbabcccbbacaabcacbbacbab,67,0.017090000,0.000446000,17.090,0.446
bcbabbcbbcccccbbbbacbacacbbcbaaccbabaacbbaaccbccaccb,52,0.006583000,0.000309000,6.583,0.309
bbbabbbcaacabbcababaaaaccbcaaaabacbcbcbabbbaabcccacaaccbbabcaacacbccbbccaaaaaaccbcaaaaababbaccacccacbabaccbbacabccbccbacbbabcaacbcbbcbcbabababccbbbcbbbcbacabcabaabbaacaabababbaacbccabbabbacbacaacbbbccbccaccacaabacacacbccabaaccababbcaaacccbbccbbabcabaaaacaaacbbcbbbabbbcbbabb,274,0.918845000,0.008272000,918.845,8.272
bbbaabbacababbaacbabcccbacacabbababccaabaacbacccbbccbabccaccbacaaaabcaabcccbacacbcbcbaaaaccacbcbcccaaababbacbbcacabacbccbabbacaacbaccaaccbbacbccabaabcaacbacbccaaaacababccbbbabcaabaabcbcbcccacabaacbcccbbbacbabacbccbbacaaababaacbabcbbbabbbbbbacbbbbcacccbbacbacbabcacabbacc,270,0.849012000,0.007092000,849.012,7.092
ccaaccbccbccabcccaabaaccbaaabcbbaacaabacbbbccabbacabcabcaacbcacaccbababcccaacabbcbcaccaabbaaccbbabcaaabbbbcbbbbaaacaccabbbcccabaaabbacbcbabcbcaacbcaababcaacaabacaacabacccabbacbbbccbaccbabcacccacaccaaaacccaacaccbababbbbbcabcacccaaaabcacccbaabccbaaacccbcaccccbcbccbccabaaacbaabcaabbbacabacbcabbaabacababcaaabbcaaccc,313,1.432332000,0.012342000,1432.332,12.342
bbcacccbaaccbbaaaaababacbbaccbabcbacaccbccbabcbbcccacbccaacbacbababcaccbbcbbbbaabcbbccaabbbcbbbcbaaabacabbcbccbcbccbcbcabbcabcbcbbbccaaaccbbcbbbccacbccbbcbaabcbaaccaaccaacbbabababcaacacccccbbcbbacccccacbaccaabaaccaababcabcaccaccbbccaaabbbcbcabbcbabbccbaaacbaacbccbacbbcbcbbcccbaabbccaacbacccaaacaabacbabbaaaacabbacbccccbcccccabbaccccbcaaaabccbbacaaacaacacccccaacccccaacabbabaaabaaacbaacabcaacacaabccbacccabaaacbbabcbacbabcacaaacaaaaacccbccaaabbcba,447,4.539502000,0.028867000,4539.502,28.867
abababcaaabaccbabcabaaaaaaacbbccccacbbccbbacccbccacabbcacccbbacbcaaaabccbabcaacacacbbaaacccaccababacabcbcbabbabbbcababbabbabcbbaaaccbbcbcbcccaabbbcabbbcbaabcaabbcbaacccbbacca,174,0.246561000,0.003695000,246.561,3.695
bbacaacbcabcaaaccacabcaacbacccacccacbaccbaccbcacaccbabbaa,57,0.008816000,0.000331000,8.816,0.331
ccbcbaccaaacaccaabbabcbbcbcccabccbccacabacaababccabbcaaacbccbabacaaccbbbbccaaabccbaabaacabcbcababcbacccbcbcaabcbbccbbaacbabcbabcbccacbaabcacbbcbbccbbaabbcbcaacbaacbaccbcaacbaababbbcaaaacacbbacacaacbaaabbaacbbcbbaacacbbcbbacccabcbacaaacaaacbccbacaaaaabbbbcbbabcaccccbaaaabcaccccabbcabcbccbbbacccabbcbacbabcbaabbbbccababaababaaaccbabcacbbcbaacbccabaaaaaababbcbccbabcbcacabbbacccacaaaaacbabbbccbccababcbbb,402,3.032786000,0.021091000,3032.786,21.091
babcbabcbbbcbbccacacaccabacbabbbacbbcacbbabbabaabaacbbacccaccbbbcabccccbaacbbacbaabaacacacabbbaabcaacacccbbacabaaaccbcbcbcbcbbaabcbbcaabbcabcacbacabccbbcaacbca,159,0.174944000,0.003151000,174.944,3.151
cccccabaabcaabaabcaacabababbcccbcbcbbbaaacacbacaaccbcabbababbbbcacbaccabbccbaacaccbccbbbccaaaaaacbccccaacacabacabcccaccbcabbbccaabcaaaabcbaaacbc,144,0.131241000,0.002092000,131.241,2.092
caccbcbabcacbbacccbaabaccbbccccacbcbaacaabbacbaccaacbbbcaaccccbcacbbbacbbbcbbacabcaababcbbbcccbccbaccacbbaacacccabacbbcbcababacaccbbcaaaacbbabcbbaaccbbbbaaacbaabbccbaaaabcbacaccbbacbbacaaabcbbbacacccccccbcccabaccbcacbaaaacccbcccbbaababccacccbacccaaabbababbaacaaacaabcccabbaccaaacbccabcbccbccaaccacbbbacbccbbabaaababccbccccbcbaacccccaaacaacbababcccabbcbcbbccbcabcbbabcabccbccacabaacbaabbbccabcaabcbaabaccacaababccbcacbaacacacccbbaaccbbacb,437,4.082855000,0.022976000,4082.855,22.976
bbbbcccaccaaccaabbbbcccaccbbbaccacaccccbcbcabccabaacbaaccccacbbbcbbbacaaabacacabcacbabcbaabbaaaccbcaabccabbcabbbbabbcaccacbabbaba,129,0.097000000,0.001855000,97.000,1.855
cccbcacbccccbacbccabbbccacbbcacabbaababacaacbcacabcacaabcbaaacccaaacaaaacbaccacbccababcbcccacaacbbbabbbaabbaacacbcabbccaabbaacbbccccbaacbcccabbacbcbbbbbcccbabaacccababbbacacbcacaacaabbaabacbccbaccbabbbcabaccccaaccbaacccbaaacbcbccaaaaaacbcaaccccacacacccbaabaaaccbccbcbabccaacbacbbcbaacaaabccacccabccabbcccaaccbabaaacccacacbbabbbacabcaaabccccbabbbaccaacbaacacacbaaabbabbacbbcccbccbcccbabababaccbcbaacabcabac,405,3.115733000,0.021765000,3115.733,21.765
abccbaaccacaaaaabbbcaaccbcbbbcbcaaacbcacbbbcbaacbbbcccacbcbcabbacccaabcbcacaacabccaaabcaacbabccbacbabbbaaaabcbccccabbaacabbbabacacccccabbababaabcccbbabcbbcccbaabbabcbcacbaccbacacaabbbbaaacccbbcbaacbbaabacbcbbacccbcbcbacbbbcbacbcacbaabbcbccabbcabbbcbacbcaccbbacaccacbabccbabacbbaabacccaabbaccaaccaccaabcbbaccbcbcaaccabacaaabcccaacabcacaababbcbbacaaabacbccabcbbabbbabcaaaccbaacbccbbccccacbbcacbbabacbbcabbaaacaabcc,412,3.361776000,0.022261000,3361.776,22.261
cbbbabcabacbbccbccaabbcbcbcbbaaabacaabbabbacbcabbccccaacbcbaababcbcbbaabbccbaccccccacaabbbbaacbbcbacabbcbccaacbaaaaabcaabbbcbaabbbbaaccabcccbabccccbbaaaaabccbacccacaababcbbbbbaabbbcccbcbcccaccbbccbbbccacababbcbcabccbcacccacbbbccacccccabaccbabcaaccabcbbbaccbabcaabbacbcccaccccbbac,279,0.977136000,0.008676000,977.136,8.676
accccbccbaccabccbacbcbcccaccbabbbbacbabbbaabaacacbcaaaccbcbbbccbaccbababbbcabbabcbcbbbbcaabbbcabbbcccbaaabcbbcccbabbbbaccaaababaaabacacbbbccaccbbbacbabcacaabccbabbabbabcaacabccbbaaaacbbccbaccaaacaabbbccaabcbcbbbaacbcaacaccbacabbaaccbccacbbcbbccbaabcaaabbbcaaabbbaaabccacaabccbacaaabababbbaacbacccababbcaacacabbaccaabbcbcaabcaacbcbaaabccbabcacccbaaacbacaababaaacbccbbaacbaaaccbcbbcbccbcbacbbcaacacccaccbabbbbcbccabbaabacccabacb,426,3.807182000,0.026625000,3807.182,26.625
bbbaccacbbccbbabccbcbbbccbaaacbcbacbbcbaaab,43,0.004118000,0.000246000,4.118,0.246
bbcccbcbaccbabbaccaaccbcabcbbacaaccbbaccbcccbaaaacbbabcccabaaacacacbbbbccbbaccaaaaccbbbabbaccbaaaaaaabbabbcacbbcbcaaabcaacbacbabcbacccaccbcbcbbbbaaaabbcbcbcbababbcccbaacbbbcbcaabbaabcaababbbabababcbaacabbabacaabcaabbbacbbcacaabcbbbaaabaacbabcccccccbccbbcaabccaaabccbcacb,270,0.927519000,0.008653000,927.519,8.653
bbbcbacaacbacaacccabbcbbccbbcaaccbbababccccbbabcaccacabcbcaccabccaacccabcacbcaaaaaacbbaabbabacaaabbaccbacbaabaaababbbbbbabcccacacaabcacaaaa,139,0.127165000,0.002076000,127.165,2.076
