$ /bin/python /home/gerardo/Proyectos/palindromo/main.py

346 : Tiempo A:  0.24078679084777832 seg         Tiempo B: 0.003434896469116211
347 : Tiempo A:  0.0033881664276123047 seg       Tiempo B: 0.00018978118896484375
348 : Tiempo A:  0.008426904678344727 seg        Tiempo B: 0.00034880638122558594
349 : Tiempo A:  0.4427921772003174 seg  Tiempo B: 0.0055925846099853516
350 : Tiempo A:  0.002358675003051758 seg        Tiempo B: 0.00013065338134765625
351 : Tiempo A:  0.02550196647644043 seg         Tiempo B: 0.0006885528564453125
352 : Tiempo A:  1.3989651203155518 seg  Tiempo B: 0.013566970825195312
353 : Tiempo A:  0.8470368385314941 seg  Tiempo B: 0.0067501068115234375
354 : Tiempo A:  1.2152371406555176 seg  Tiempo B: 0.010527610778808594
355 : Tiempo A:  0.09363770484924316 seg         Tiempo B: 0.0015635490417480469
356 : Tiempo A:  0.9978814125061035 seg  Tiempo B: 0.009855508804321289
357 : Tiempo A:  0.1950685977935791 seg  Tiempo B: 0.002950906753540039
358 : Tiempo A:  0.01815176010131836 seg         Tiempo B: 0.0005362033843994141
359 : Tiempo A:  0.08976554870605469 seg         Tiempo B: 0.0025441646575927734
360 : Tiempo A:  0.006149768829345703 seg        Tiempo B: 0.0003457069396972656
361 : Tiempo A:  0.24457645416259766 seg         Tiempo B: 0.0036623477935791016
362 : Tiempo A:  0.2197248935699463 seg  Tiempo B: 0.0027539730072021484
363 : Tiempo A:  0.008569002151489258 seg        Tiempo B: 0.00041556358337402344
364 : Tiempo A:  1.4670305252075195 seg  Tiempo B: 0.012590646743774414
365 : Tiempo A:  4.5228493213653564 seg  Tiempo B: 0.029730558395385742
366 : Tiempo A:  0.11019659042358398 seg         Tiempo B: 0.002082347869873047
367 : Tiempo A:  1.8157312870025635 seg  Tiempo B: 0.01443028450012207
368 : Tiempo A:  5.693883895874023 seg   Tiempo B: 0.03560280799865723
369 : Tiempo A:  5.1428022384643555 seg  Tiempo B: 0.029501914978027344
370 : Tiempo A:  0.0297391414642334 seg  Tiempo B: 0.0007510185241699219
371 : Tiempo A:  4.301021575927734 seg   Tiempo B: 0.02599167823791504
372 : Tiempo A:  1.8693177700042725 seg  Tiempo B: 0.013999462127685547
373 : Tiempo A:  0.12908387184143066 seg         Tiempo B: 0.0026137828826904297
374 : Tiempo A:  1.2806265354156494 seg  Tiempo B: 0.009532690048217773
375 : Tiempo A:  4.508517503738403 seg   Tiempo B: 0.02962946891784668
376 : Tiempo A:  0.047748565673828125 seg        Tiempo B: 0.0009675025939941406
377 : Tiempo A:  0.1875758171081543 seg  Tiempo B: 0.0025174617767333984
378 : Tiempo A:  0.2496047019958496 seg  Tiempo B: 0.0037794113159179688
379 : Tiempo A:  4.448416709899902 seg   Tiempo B: 0.025449275970458984
380 : Tiempo A:  1.37300443649292 seg    Tiempo B: 0.012036323547363281
381 : Tiempo A:  0.045699357986450195 seg        Tiempo B: 0.0011227130889892578
382 : Tiempo A:  1.3364536762237549 seg  Tiempo B: 0.012951135635375977
383 : Tiempo A:  4.22711181640625 seg    Tiempo B: 0.02569890022277832
384 : Tiempo A:  4.135892629623413 seg   Tiempo B: 0.028838396072387695
385 : Tiempo A:  5.208379507064819 seg   Tiempo B: 0.029990196228027344
386 : Tiempo A:  0.6017930507659912 seg  Tiempo B: 0.005326747894287109
387 : Tiempo A:  0.5111527442932129 seg  Tiempo B: 0.004917621612548828
388 : Tiempo A:  3.29170560836792 seg    Tiempo B: 0.02461695671081543
389 : Tiempo A:  0.00025653839111328125 seg      Tiempo B: 3.910064697265625e-05
390 : Tiempo A:  2.9870176315307617 seg  Tiempo B: 0.018619298934936523
391 : Tiempo A:  0.5751540660858154 seg  Tiempo B: 0.005921125411987305
392 : Tiempo A:  0.0013546943664550781 seg       Tiempo B: 0.00013828277587890625
393 : Tiempo A:  0.08382010459899902 seg         Tiempo B: 0.0016257762908935547
394 : Tiempo A:  1.93988037109375 seg    Tiempo B: 0.015619993209838867
395 : Tiempo A:  0.5416786670684814 seg  Tiempo B: 0.006449460983276367
396 : Tiempo A:  1.9219615459442139 seg  Tiempo B: 0.013257741928100586
397 : Tiempo A:  0.9992811679840088 seg  Tiempo B: 0.0074918270111083984
398 : Tiempo A:  6.048503160476685 seg   Tiempo B: 0.03581523895263672
399 : Tiempo A:  0.058794498443603516 seg        Tiempo B: 0.0011990070343017578
400 : Tiempo A:  2.1444525718688965 seg  Tiempo B: 0.013314962387084961
401 : Tiempo A:  0.023895740509033203 seg        Tiempo B: 0.0006392002105712891
402 : Tiempo A:  4.017224550247192 seg   Tiempo B: 0.02756953239440918
403 : Tiempo A:  0.10314774513244629 seg         Tiempo B: 0.001888275146484375
404 : Tiempo A:  0.008547782897949219 seg        Tiempo B: 0.000362396240234375
405 : Tiempo A:  5.3813159465789795 seg  Tiempo B: 0.031423091888427734
406 : Tiempo A:  2.1074893474578857 seg  Tiempo B: 0.014652252197265625
407 : Tiempo A:  0.02933025360107422 seg         Tiempo B: 0.0007653236389160156
408 : Tiempo A:  1.1011908054351807 seg  Tiempo B: 0.008458614349365234
409 : Tiempo A:  1.045802354812622 seg   Tiempo B: 0.009225845336914062
410 : Tiempo A:  5.649162769317627 seg   Tiempo B: 0.03150510787963867
411 : Tiempo A:  0.004564762115478516 seg        Tiempo B: 0.00024008750915527344
412 : Tiempo A:  0.666231632232666 seg   Tiempo B: 0.008047342300415039
413 : Tiempo A:  4.59118127822876 seg    Tiempo B: 0.026215314865112305
414 : Tiempo A:  0.22582507133483887 seg         Tiempo B: 0.002718210220336914
415 : Tiempo A:  4.702847242355347 seg   Tiempo B: 0.028310298919677734
416 : Tiempo A:  0.0018770694732666016 seg       Tiempo B: 0.00014138221740722656
417 : Tiempo A:  1.3915247917175293 seg  Tiempo B: 0.01088714599609375
418 : Tiempo A:  0.0004966259002685547 seg       Tiempo B: 5.5789947509765625e-05
419 : Tiempo A:  0.03579139709472656 seg         Tiempo B: 0.001024484634399414
420 : Tiempo A:  2.1937756538391113 seg  Tiempo B: 0.015182971954345703
421 : Tiempo A:  2.9831511974334717 seg  Tiempo B: 0.021595239639282227
422 : Tiempo A:  1.4966838359832764 seg  Tiempo B: 0.010762214660644531
423 : Tiempo A:  0.3291194438934326 seg  Tiempo B: 0.003636598587036133
424 : Tiempo A:  1.8933789730072021 seg  Tiempo B: 0.012662887573242188
425 : Tiempo A:  1.7242529392242432 seg  Tiempo B: 0.012754440307617188
426 : Tiempo A:  1.1590197086334229 seg  Tiempo B: 0.011281013488769531
427 : Tiempo A:  4.88669228553772 seg    Tiempo B: 0.03301835060119629
428 : Tiempo A:  0.033132314682006836 seg        Tiempo B: 0.0007853507995605469
429 : Tiempo A:  0.027231216430664062 seg        Tiempo B: 0.0007598400115966797
430 : Tiempo A:  4.481472492218018 seg   Tiempo B: 0.028432607650756836
431 : Tiempo A:  2.613208055496216 seg   Tiempo B: 0.019156694412231445
432 : Tiempo A:  0.3106727600097656 seg  Tiempo B: 0.003480672836303711
433 : Tiempo A:  0.018209218978881836 seg        Tiempo B: 0.0005371570587158203
434 : Tiempo A:  0.7263598442077637 seg  Tiempo B: 0.008781671524047852
435 : Tiempo A:  1.7009646892547607 seg  Tiempo B: 0.013769149780273438
436 : Tiempo A:  2.4952609539031982 seg  Tiempo B: 0.017277002334594727
437 : Tiempo A:  2.909158706665039 seg   Tiempo B: 0.019842147827148438
438 : Tiempo A:  0.6383612155914307 seg  Tiempo B: 0.006259441375732422
439 : Tiempo A:  1.3511064052581787 seg  Tiempo B: 0.010648965835571289
440 : Tiempo A:  0.7636117935180664 seg  Tiempo B: 0.006680965423583984
441 : Tiempo A:  2.84941029548645 seg    Tiempo B: 0.017440319061279297
442 : Tiempo A:  3.401841163635254 seg   Tiempo B: 0.02620244026184082
443 : Tiempo A:  0.004356861114501953 seg        Tiempo B: 0.00023508071899414062
444 : Tiempo A:  0.6741633415222168 seg  Tiempo B: 0.005948781967163086
445 : Tiempo A:  4.883860111236572 seg   Tiempo B: 0.032669782638549805
446 : Tiempo A:  2.6268959045410156 seg  Tiempo B: 0.01909613609313965
447 : Tiempo A:  1.8468544483184814 seg  Tiempo B: 0.014451980590820312
448 : Tiempo A:  0.4848318099975586 seg  Tiempo B: 0.004845142364501953
449 : Tiempo A:  1.2237541675567627 seg  Tiempo B: 0.010415077209472656
450 : Tiempo A:  0.04610037803649902 seg         Tiempo B: 0.0010387897491455078
451 : Tiempo A:  1.787428617477417 seg   Tiempo B: 0.015964031219482422
452 : Tiempo A:  0.022682905197143555 seg        Tiempo B: 0.0008060932159423828
453 : Tiempo A:  1.0194668769836426 seg  Tiempo B: 0.008391857147216797
454 : Tiempo A:  0.24748444557189941 seg         Tiempo B: 0.005399942398071289
455 : Tiempo A:  0.6028451919555664 seg  Tiempo B: 0.005929231643676758
456 : Tiempo A:  4.506239652633667 seg   Tiempo B: 0.02868819236755371
457 : Tiempo A:  1.3280830383300781 seg  Tiempo B: 0.010503530502319336
458 : Tiempo A:  0.2894151210784912 seg  Tiempo B: 0.0032813549041748047
459 : Tiempo A:  0.3510863780975342 seg  Tiempo B: 0.003821849822998047
460 : Tiempo A:  0.34368252754211426 seg         Tiempo B: 0.0037338733673095703
461 : Tiempo A:  0.6291613578796387 seg  Tiempo B: 0.006228446960449219
462 : Tiempo A:  2.275808572769165 seg   Tiempo B: 0.01651310920715332
463 : Tiempo A:  0.029918909072875977 seg        Tiempo B: 0.0007836818695068359
464 : Tiempo A:  3.9170398712158203 seg  Tiempo B: 0.024329185485839844
465 : Tiempo A:  0.08608222007751465 seg         Tiempo B: 0.0014955997467041016
466 : Tiempo A:  0.5329465866088867 seg  Tiempo B: 0.004873752593994141
467 : Tiempo A:  0.6148538589477539 seg  Tiempo B: 0.0055277347564697266
468 : Tiempo A:  2.517763614654541 seg   Tiempo B: 0.019617080688476562
469 : Tiempo A:  0.11937093734741211 seg         Tiempo B: 0.0017185211181640625
470 : Tiempo A:  1.2919502258300781 seg  Tiempo B: 0.010586977005004883
471 : Tiempo A:  2.05417537689209 seg    Tiempo B: 0.014985799789428711
472 : Tiempo A:  3.6554832458496094 seg  Tiempo B: 0.02266550064086914
473 : Tiempo A:  0.11590409278869629 seg         Tiempo B: 0.0018444061279296875
474 : Tiempo A:  3.8317551612854004 seg  Tiempo B: 0.02350020408630371
475 : Tiempo A:  0.4639279842376709 seg  Tiempo B: 0.004506826400756836
476 : Tiempo A:  3.1905393600463867 seg  Tiempo B: 0.021604299545288086
477 : Tiempo A:  0.004285335540771484 seg        Tiempo B: 0.00021195411682128906
478 : Tiempo A:  1.5050411224365234 seg  Tiempo B: 0.011456489562988281
479 : Tiempo A:  3.566648244857788 seg   Tiempo B: 0.022516250610351562
480 : Tiempo A:  0.144791841506958 seg   Tiempo B: 0.002035856246948242
481 : Tiempo A:  0.4686307907104492 seg  Tiempo B: 0.00516200065612793
482 : Tiempo A:  0.000743865966796875 seg        Tiempo B: 7.390975952148438e-05
483 : Tiempo A:  0.021029233932495117 seg        Tiempo B: 0.0006318092346191406
484 : Tiempo A:  0.2847449779510498 seg  Tiempo B: 0.003598451614379883
485 : Tiempo A:  0.1256701946258545 seg  Tiempo B: 0.0022869110107421875
486 : Tiempo A:  0.9031388759613037 seg  Tiempo B: 0.007815361022949219
487 : Tiempo A:  0.39440393447875977 seg         Tiempo B: 0.004559755325317383
488 : Tiempo A:  0.49732303619384766 seg         Tiempo B: 0.005259513854980469
489 : Tiempo A:  0.8276488780975342 seg  Tiempo B: 0.007608652114868164
490 : Tiempo A:  0.0033721923828125 seg  Tiempo B: 0.0001990795135498047
491 : Tiempo A:  0.032241106033325195 seg        Tiempo B: 0.0007627010345458984
492 : Tiempo A:  5.223718166351318 seg   Tiempo B: 0.03041529655456543
493 : Tiempo A:  0.6144859790802002 seg  Tiempo B: 0.005841493606567383
494 : Tiempo A:  0.06784820556640625 seg         Tiempo B: 0.0013508796691894531
495 : Tiempo A:  0.19553923606872559 seg         Tiempo B: 0.002838611602783203
496 : Tiempo A:  0.39032816886901855 seg         Tiempo B: 0.004099130630493164
497 : Tiempo A:  0.052834272384643555 seg        Tiempo B: 0.0011844635009765625
498 : Tiempo A:  0.23578166961669922 seg         Tiempo B: 0.0028753280639648438
499 : Tiempo A:  0.03365612030029297 seg         Tiempo B: 0.0009970664978027344
500 : Tiempo A:  0.32406067848205566 seg         Tiempo B: 0.0039675235748291016
501 : Tiempo A:  0.6838164329528809 seg  Tiempo B: 0.006962776184082031
502 : Tiempo A:  1.1820836067199707 seg  Tiempo B: 0.009040355682373047
503 : Tiempo A:  0.7794697284698486 seg  Tiempo B: 0.009182214736938477
504 : Tiempo A:  4.9136340618133545 seg  Tiempo B: 0.03678274154663086
505 : Tiempo A:  0.5646030902862549 seg  Tiempo B: 0.0053424835205078125
506 : Tiempo A:  0.011981725692749023 seg        Tiempo B: 0.0004372596740722656
507 : Tiempo A:  0.11409187316894531 seg         Tiempo B: 0.0018038749694824219
508 : Tiempo A:  1.8802919387817383 seg  Tiempo B: 0.013079404830932617
509 : Tiempo A:  5.05824613571167 seg    Tiempo B: 0.0298919677734375
510 : Tiempo A:  5.710874080657959 seg   Tiempo B: 0.035521745681762695
511 : Tiempo A:  0.674973726272583 seg   Tiempo B: 0.006560802459716797
512 : Tiempo A:  0.004216432571411133 seg        Tiempo B: 0.0002415180206298828
513 : Tiempo A:  0.11507821083068848 seg         Tiempo B: 0.0018537044525146484
514 : Tiempo A:  0.2131514549255371 seg  Tiempo B: 0.0033211708068847656
515 : Tiempo A:  3.617133855819702 seg   Tiempo B: 0.023691415786743164
516 : Tiempo A:  0.3865478038787842 seg  Tiempo B: 0.0043468475341796875
517 : Tiempo A:  5.880045175552368 seg   Tiempo B: 0.03446602821350098
518 : Tiempo A:  0.008897781372070312 seg        Tiempo B: 0.0003387928009033203
519 : Tiempo A:  0.1877448558807373 seg  Tiempo B: 0.002340078353881836
520 : Tiempo A:  4.259521961212158 seg   Tiempo B: 0.028445005416870117
521 : Tiempo A:  2.85652232170105 seg    Tiempo B: 0.018733501434326172
522 : Tiempo A:  1.0382022857666016 seg  Tiempo B: 0.009389638900756836
523 : Tiempo A:  3.4733338356018066 seg  Tiempo B: 0.022922039031982422
524 : Tiempo A:  0.4786980152130127 seg  Tiempo B: 0.0057904720306396484
525 : Tiempo A:  2.254549503326416 seg   Tiempo B: 0.01597118377685547
526 : Tiempo A:  1.010373830795288 seg   Tiempo B: 0.008845806121826172
527 : Tiempo A:  2.444969654083252 seg   Tiempo B: 0.018910884857177734
528 : Tiempo A:  0.0001251697540283203 seg       Tiempo B: 2.3126602172851562e-05
529 : Tiempo A:  0.0003936290740966797 seg       Tiempo B: 4.887580871582031e-05
530 : Tiempo A:  0.8650205135345459 seg  Tiempo B: 0.0068166255950927734
531 : Tiempo A:  0.24274849891662598 seg         Tiempo B: 0.0029745101928710938
532 : Tiempo A:  2.9802322387695312e-05 seg      Tiempo B: 1.0251998901367188e-05
533 : Tiempo A:  2.230910301208496 seg   Tiempo B: 0.015143871307373047
534 : Tiempo A:  4.3098437786102295 seg  Tiempo B: 0.02561020851135254
535 : Tiempo A:  0.0028409957885742188 seg       Tiempo B: 0.00017023086547851562
536 : Tiempo A:  1.3096559047698975 seg  Tiempo B: 0.009491682052612305
537 : Tiempo A:  1.346597671508789 seg   Tiempo B: 0.010060548782348633
538 : Tiempo A:  1.2019627094268799 seg  Tiempo B: 0.009157180786132812
539 : Tiempo A:  1.7380726337432861 seg  Tiempo B: 0.013784170150756836
540 : Tiempo A:  0.02615642547607422 seg         Tiempo B: 0.0009515285491943359
541 : Tiempo A:  1.4281752109527588 seg  Tiempo B: 0.012140512466430664
542 : Tiempo A:  0.16309523582458496 seg         Tiempo B: 0.003052949905395508
543 : Tiempo A:  3.933906555175781e-05 seg       Tiempo B: 1.0967254638671875e-05
544 : Tiempo A:  0.4114570617675781 seg  Tiempo B: 0.0046842098236083984
545 : Tiempo A:  2.571593999862671 seg   Tiempo B: 0.01631784439086914
546 : Tiempo A:  1.7857234477996826 seg  Tiempo B: 0.011766433715820312
547 : Tiempo A:  4.2483320236206055 seg  Tiempo B: 0.02637171745300293
548 : Tiempo A:  4.985755681991577 seg   Tiempo B: 0.02813100814819336
549 : Tiempo A:  2.799126148223877 seg   Tiempo B: 0.017385005950927734
550 : Tiempo A:  0.0036001205444335938 seg       Tiempo B: 0.00021266937255859375
551 : Tiempo A:  1.3457953929901123 seg  Tiempo B: 0.010600090026855469
552 : Tiempo A:  0.04088473320007324 seg         Tiempo B: 0.0009493827819824219
553 : Tiempo A:  3.6697516441345215 seg  Tiempo B: 0.0217592716217041
554 : Tiempo A:  0.007383823394775391 seg        Tiempo B: 0.0003771781921386719
555 : Tiempo A:  2.090252637863159 seg   Tiempo B: 0.013405084609985352
556 : Tiempo A:  5.712230443954468 seg   Tiempo B: 0.03249669075012207
557 : Tiempo A:  0.42308497428894043 seg         Tiempo B: 0.005179882049560547
558 : Tiempo A:  0.02239251136779785 seg         Tiempo B: 0.0008306503295898438
559 : Tiempo A:  0.027977466583251953 seg        Tiempo B: 0.000705718994140625
560 : Tiempo A:  2.458447217941284 seg   Tiempo B: 0.01793193817138672
561 : Tiempo A:  3.7102465629577637 seg  Tiempo B: 0.024695158004760742
562 : Tiempo A:  0.04651141166687012 seg         Tiempo B: 0.0011186599731445312
563 : Tiempo A:  0.018545866012573242 seg        Tiempo B: 0.0006515979766845703
564 : Tiempo A:  0.007259368896484375 seg        Tiempo B: 0.0003266334533691406
565 : Tiempo A:  0.8268070220947266 seg  Tiempo B: 0.006896495819091797
566 : Tiempo A:  1.8904073238372803 seg  Tiempo B: 0.013489007949829102
567 : Tiempo A:  0.057305335998535156 seg        Tiempo B: 0.001644134521484375
568 : Tiempo A:  2.37642502784729 seg    Tiempo B: 0.017155170440673828
569 : Tiempo A:  0.006319522857666016 seg        Tiempo B: 0.0003170967102050781
570 : Tiempo A:  0.36046695709228516 seg         Tiempo B: 0.004180192947387695
571 : Tiempo A:  0.0732574462890625 seg  Tiempo B: 0.0012841224670410156
572 : Tiempo A:  1.4782023429870605 seg  Tiempo B: 0.013964414596557617
573 : Tiempo A:  0.1049654483795166 seg  Tiempo B: 0.002967357635498047
574 : Tiempo A:  1.9462649822235107 seg  Tiempo B: 0.013423442840576172
575 : Tiempo A:  0.16090941429138184 seg         Tiempo B: 0.002149343490600586
576 : Tiempo A:  5.464008331298828 seg   Tiempo B: 0.033972740173339844
577 : Tiempo A:  0.2894716262817383 seg  Tiempo B: 0.0034961700439453125
578 : Tiempo A:  0.00493931770324707 seg         Tiempo B: 0.000244140625
579 : Tiempo A:  4.1121814250946045 seg  Tiempo B: 0.024274826049804688
580 : Tiempo A:  0.50677490234375 seg    Tiempo B: 0.005345344543457031
581 : Tiempo A:  2.007053852081299 seg   Tiempo B: 0.014356851577758789
582 : Tiempo A:  2.603851795196533 seg   Tiempo B: 0.01904296875
583 : Tiempo A:  4.736477613449097 seg   Tiempo B: 0.03318333625793457
584 : Tiempo A:  0.01708984375 seg       Tiempo B: 0.0004458427429199219
585 : Tiempo A:  0.006583452224731445 seg        Tiempo B: 0.00030922889709472656
586 : Tiempo A:  0.9188451766967773 seg  Tiempo B: 0.008272171020507812
587 : Tiempo A:  0.8490121364593506 seg  Tiempo B: 0.007091999053955078
588 : Tiempo A:  1.4323322772979736 seg  Tiempo B: 0.012342453002929688
589 : Tiempo A:  4.539501667022705 seg   Tiempo B: 0.02886652946472168
590 : Tiempo A:  0.24656128883361816 seg         Tiempo B: 0.0036950111389160156
591 : Tiempo A:  0.008816003799438477 seg        Tiempo B: 0.0003311634063720703
592 : Tiempo A:  3.0327858924865723 seg  Tiempo B: 0.021090984344482422
593 : Tiempo A:  0.1749439239501953 seg  Tiempo B: 0.0031511783599853516
594 : Tiempo A:  0.1312410831451416 seg  Tiempo B: 0.002092123031616211
595 : Tiempo A:  4.082855224609375 seg   Tiempo B: 0.022976160049438477
596 : Tiempo A:  0.0969998836517334 seg  Tiempo B: 0.0018551349639892578
597 : Tiempo A:  3.1157333850860596 seg  Tiempo B: 0.02176523208618164
598 : Tiempo A:  3.3617758750915527 seg  Tiempo B: 0.02226090431213379
599 : Tiempo A:  0.9771356582641602 seg  Tiempo B: 0.00867605209350586
600 : Tiempo A:  3.8071820735931396 seg  Tiempo B: 0.026624679565429688
601 : Tiempo A:  0.0041179656982421875 seg       Tiempo B: 0.0002455711364746094
602 : Tiempo A:  0.9275193214416504 seg  Tiempo B: 0.00865316390991211
603 : Tiempo A:  0.1271650791168213 seg  Tiempo B: 0.0020759105682373047
604 : Tiempo A:  1.4582862854003906 seg  Tiempo B: 0.012597322463989258
605 : Tiempo A:  0.9421963691711426 seg  Tiempo B: 0.00760340690612793
606 : Tiempo A:  0.9839396476745605 seg  Tiempo B: 0.007630348205566406
607 : Tiempo A:  4.582442283630371 seg   Tiempo B: 0.030342817306518555
608 : Tiempo A:  5.794123411178589 seg   Tiempo B: 0.0316615104675293
609 : Tiempo A:  0.7831556797027588 seg  Tiempo B: 0.006802558898925781
610 : Tiempo A:  3.230982780456543 seg   Tiempo B: 0.021010160446166992
611 : Tiempo A:  3.218650817871094e-05 seg       Tiempo B: 1.1920928955078125e-05
612 : Tiempo A:  3.0994415283203125e-05 seg      Tiempo B: 1.2159347534179688e-05
613 : Tiempo A:  0.20368456840515137 seg         Tiempo B: 0.0028162002563476562
614 : Tiempo A:  2.918701410293579 seg   Tiempo B: 0.01719069480895996
615 : Tiempo A:  2.2825841903686523 seg  Tiempo B: 0.01770639419555664
616 : Tiempo A:  0.5108890533447266 seg  Tiempo B: 0.004696369171142578
617 : Tiempo A:  3.9264862537384033 seg  Tiempo B: 0.02287459373474121
618 : Tiempo A:  0.0024938583374023438 seg       Tiempo B: 0.00014543533325195312
619 : Tiempo A:  0.014030694961547852 seg        Tiempo B: 0.0005211830139160156
620 : Tiempo A:  0.13894391059875488 seg         Tiempo B: 0.0019965171813964844
621 : Tiempo A:  0.5994582176208496 seg  Tiempo B: 0.006150722503662109
622 : Tiempo A:  2.6947288513183594 seg  Tiempo B: 0.01799488067626953
623 : Tiempo A:  0.12382030487060547 seg         Tiempo B: 0.0019507408142089844
624 : Tiempo A:  0.0008080005645751953 seg       Tiempo B: 7.748603820800781e-05
625 : Tiempo A:  0.0006649494171142578 seg       Tiempo B: 6.628036499023438e-05
626 : Tiempo A:  0.011249303817749023 seg        Tiempo B: 0.0005481243133544922
627 : Tiempo A:  0.006764650344848633 seg        Tiempo B: 0.00029778480529785156
628 : Tiempo A:  2.855299234390259 seg   Tiempo B: 0.017383813858032227
629 : Tiempo A:  4.1574461460113525 seg  Tiempo B: 0.032103776931762695
630 : Tiempo A:  0.008525371551513672 seg        Tiempo B: 0.0003314018249511719
631 : Tiempo A:  4.225315809249878 seg   Tiempo B: 0.0263216495513916
632 : Tiempo A:  2.306133270263672 seg   Tiempo B: 0.01770806312561035
633 : Tiempo A:  0.04082441329956055 seg         Tiempo B: 0.0009706020355224609
634 : Tiempo A:  0.00623321533203125 seg         Tiempo B: 0.0002827644348144531
635 : Tiempo A:  0.2694969177246094 seg  Tiempo B: 0.003623485565185547
636 : Tiempo A:  0.10346865653991699 seg         Tiempo B: 0.001657724380493164
637 : Tiempo A:  0.40949201583862305 seg         Tiempo B: 0.004880666732788086
638 : Tiempo A:  0.18710756301879883 seg         Tiempo B: 0.0029802322387695312
639 : Tiempo A:  0.22052931785583496 seg         Tiempo B: 0.0030851364135742188
640 : Tiempo A:  3.0751965045928955 seg  Tiempo B: 0.02024984359741211
641 : Tiempo A:  4.13518762588501 seg    Tiempo B: 0.0276949405670166
642 : Tiempo A:  0.26148152351379395 seg         Tiempo B: 0.004158496856689453
643 : Tiempo A:  0.12326550483703613 seg         Tiempo B: 0.002207040786743164
644 : Tiempo A:  0.22281718254089355 seg         Tiempo B: 0.0032498836517333984
645 : Tiempo A:  0.8989896774291992 seg  Tiempo B: 0.007537841796875
646 : Tiempo A:  0.08214092254638672 seg         Tiempo B: 0.001811981201171875
647 : Tiempo A:  0.029713153839111328 seg        Tiempo B: 0.0010747909545898438
648 : Tiempo A:  0.5272860527038574 seg  Tiempo B: 0.0064737796783447266
649 : Tiempo A:  0.07298135757446289 seg         Tiempo B: 0.0014653205871582031
650 : Tiempo A:  2.98555588722229 seg    Tiempo B: 0.017652511596679688
651 : Tiempo A:  0.2951009273529053 seg  Tiempo B: 0.0039055347442626953
652 : Tiempo A:  2.1590449810028076 seg  Tiempo B: 0.01510310173034668
653 : Tiempo A:  5.073212146759033 seg   Tiempo B: 0.028542280197143555
654 : Tiempo A:  4.242863178253174 seg   Tiempo B: 0.028972387313842773
655 : Tiempo A:  0.1952376365661621 seg  Tiempo B: 0.0027627944946289062
656 : Tiempo A:  0.07056236267089844 seg         Tiempo B: 0.0014636516571044922
657 : Tiempo A:  0.344771146774292 seg   Tiempo B: 0.004441261291503906
658 : Tiempo A:  0.13463234901428223 seg         Tiempo B: 0.002266407012939453
659 : Tiempo A:  3.255653142929077 seg   Tiempo B: 0.021007061004638672
660 : Tiempo A:  3.599498748779297 seg   Tiempo B: 0.02084636688232422
661 : Tiempo A:  0.018062591552734375 seg        Tiempo B: 0.0006229877471923828
662 : Tiempo A:  2.4756522178649902 seg  Tiempo B: 0.01573324203491211
663 : Tiempo A:  0.0718545913696289 seg  Tiempo B: 0.0014727115631103516
664 : Tiempo A:  1.506103277206421 seg   Tiempo B: 0.011194229125976562
665 : Tiempo A:  3.755037546157837 seg   Tiempo B: 0.027320384979248047
666 : Tiempo A:  0.12815070152282715 seg         Tiempo B: 0.002279520034790039
667 : Tiempo A:  1.3759126663208008 seg  Tiempo B: 0.0099639892578125
668 : Tiempo A:  0.07483148574829102 seg         Tiempo B: 0.0014564990997314453
669 : Tiempo A:  0.08627605438232422 seg         Tiempo B: 0.0015795230865478516
670 : Tiempo A:  0.04531598091125488 seg         Tiempo B: 0.001050710678100586
671 : Tiempo A:  1.020615577697754 seg   Tiempo B: 0.009299039840698242
672 : Tiempo A:  0.05909872055053711 seg         Tiempo B: 0.0015749931335449219
673 : Tiempo A:  0.3518083095550537 seg  Tiempo B: 0.004083871841430664
674 : Tiempo A:  0.16998004913330078 seg         Tiempo B: 0.0023698806762695312
675 : Tiempo A:  2.1116254329681396 seg  Tiempo B: 0.016729354858398438
676 : Tiempo A:  0.7135756015777588 seg  Tiempo B: 0.005776405334472656
677 : Tiempo A:  1.0661225318908691 seg  Tiempo B: 0.008816957473754883
678 : Tiempo A:  0.01782512664794922 seg         Tiempo B: 0.0005879402160644531
679 : Tiempo A:  0.07439708709716797 seg         Tiempo B: 0.0013415813446044922
680 : Tiempo A:  0.4039483070373535 seg  Tiempo B: 0.0052433013916015625
681 : Tiempo A:  0.08093023300170898 seg         Tiempo B: 0.0014595985412597656
682 : Tiempo A:  0.10400962829589844 seg         Tiempo B: 0.0016336441040039062
683 : Tiempo A:  0.9834296703338623 seg  Tiempo B: 0.010722160339355469
684 : Tiempo A:  5.108599662780762 seg   Tiempo B: 0.0288546085357666
685 : Tiempo A:  0.10901451110839844 seg         Tiempo B: 0.0031838417053222656
686 : Tiempo A:  1.1241023540496826 seg  Tiempo B: 0.010843992233276367
687 : Tiempo A:  4.9815146923065186 seg  Tiempo B: 0.028920650482177734
688 : Tiempo A:  2.3250460624694824 seg  Tiempo B: 0.018169164657592773
689 : Tiempo A:  2.9995181560516357 seg  Tiempo B: 0.022666454315185547
690 : Tiempo A:  2.889029026031494 seg   Tiempo B: 0.020151615142822266
691 : Tiempo A:  5.082528829574585 seg   Tiempo B: 0.02781367301940918
692 : Tiempo A:  1.734020471572876 seg   Tiempo B: 0.013907194137573242
